time_stamp,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,sender_avg_send_value,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
12:05:23 PM,67108864,0,83886080,0,79167488,0,230,2272.5,0,83886080,0,92274688,0,88834872,67260416,0.686952352523804
12:05:24 PM,234881024,0,67108864,0,67633152,0,770,5378.3,0,75497472,0,58720256,0,85138328,185225216,0.168862521648407
12:05:25 PM,184549376,0,234881024,0,255590400,0,645,2704.4,0,230686720,0,247463936,0,90578664,187555840,2.01925498247147
12:05:26 PM,184549376,0,218103808,0,173932544,0,546,3751.6,0,205520896,0,205520896,0,217748736,226037760,1.60839700698853
12:05:27 PM,0,0,167772160,0,169345024,0,724,2262.5,0,192937984,0,176160768,0,204448800,174661632,1.10606157779694
12:05:28 PM,201326592,0,184549376,0,205127680,0,441,2217.2,0,163577856,0,176160768,0,203779552,143704064,1.2278556227684
12:05:29 PM,150994944,0,226492416,0,163315712,0,771,3014.2,0,234881024,0,230686720,0,159586304,235438080,1.4161269068718
12:05:30 PM,205520896,0,176160768,0,205520896,0,738,3988.8,0,180355072,0,180355072,0,228098976,158441472,1.44686555862427
12:05:31 PM,197132288,0,117440512,0,189005824,0,393,2118.5,0,117438376,0,109049768,0,184738240,120897536,1.31408333778381
12:05:32 PM,83886080,0,130023424,0,93454336,0,682,4793.4,0,155189248,0,130023424,0,120088960,155688960,0.741617798805237
12:05:33 PM,167772160,0,197132288,0,156893184,0,623,1712.8,0,180353152,0,201326592,0,148951840,165302272,1.1183032989502
12:05:34 PM,167772160,0,159383552,0,168689664,0,699,1571.5,0,142606336,0,155187328,0,177743008,191356928,1.22079735994339
12:05:35 PM,239075328,0,218103808,0,249954304,0,419,3576.3,0,260046848,0,226492416,0,148172000,186777600,1.85041332244873
12:05:36 PM,130023424,0,121634816,0,109445120,0,762,2686.1,0,142605616,0,113245488,0,254048992,151461888,0.839203953742981
12:05:37 PM,226492416,0,197132288,0,238813184,0,480,3330.4,0,137173648,0,197131600,0,143353152,190054400,1.69532984495163
12:05:38 PM,159383552,0,184549376,0,164102144,0,558,6312.2,0,213909504,0,195894592,0,140834592,177573888,1.13082140684128
12:05:39 PM,176160768,0,150994944,0,166592512,0,542,3330.4,0,239075328,0,138412032,0,207038688,233119744,1.23527818918228
12:05:40 PM,260046848,0,310378496,0,278265856,0,827,1217,0,205520896,0,314572800,0,263327616,175263744,1.93525421619415
12:05:41 PM,184549376,0,138412032,0,161742848,0,401,1959.1,0,142606336,0,138412032,0,182119712,157986816,1.2180523276329
12:05:42 PM,83886080,0,88080384,0,84017152,0,438,4499.9,0,142606336,0,92274688,0,145018960,126455808,0.908149063587189
12:05:43 PM,167772160,0,167772160,0,181141504,0,577,3514.2,0,130023424,0,163577856,0,139421840,131444736,1.2242648601532
12:05:44 PM,134217728,0,100663296,0,120979456,0,414,1782.2,0,0,0,109051904,0,131446312,88719360,0.782613396644592
12:05:45 PM,150994944,0,184549376,0,171704320,0,319,1229.3,0,83886080,0,171966464,0,91692880,157782016,0.846615672111511
12:05:46 PM,117440512,0,100663296,0,116785152,0,834,2989.4,0,163577856,0,113242144,0,154806976,199712768,0.930804073810577
12:05:47 PM,222298112,0,218103808,0,215351296,0,564,666.7,0,209711136,0,213909504,0,222856752,204750848,1.98433363437653
12:05:48 PM,180355072,0,180355072,0,170131456,0,350,1930.7,0,209715200,0,176160768,0,208358720,137089024,1.1462904214859
12:05:49 PM,117440512,0,138412032,0,0,0,641,2369.5,0,121634816,0,142606336,0,110325800,127975424,0.973876357078552
12:05:50 PM,218103808,0,247463936,0,126615552,0,586,2828.7,0,159383552,0,243269632,0,170904032,271089664,1.67513430118561
12:05:51 PM,218103808,0,201326592,0,231866368,0,652,9851.8,0,272629760,0,201323008,0,262470624,178868224,1.633096575737
12:05:52 PM,134217728,0,88080384,0,206962688,0,274,6213.2,0,171959360,0,88076856,0,175937440,63553536,1.02566570043564
12:05:53 PM,201326592,0,243269632,0,118358016,0,707,1036.7,0,83882448,0,239071696,0,92884864,348319744,1.15868139266968
12:05:54 PM,201326592,0,159383552,0,222298112,0,507,7103.4,0,301989888,0,163577856,0,288902912,90267648,1.89801132678986
12:05:55 PM,218103808,0,218103808,0,177471488,0,567,766.3,0,104855624,0,218101824,0,104569024,191102976,0.71779203414917
12:05:56 PM,104857600,0,117440512,0,218234880,0,351,2850.8,0,209715200,0,125829120,0,208937216,129826816,1.40340483188629
12:05:57 PM,146800640,0,134217728,0,126746624,0,605,1126.8,0,104857600,0,134217728,0,115287336,162648064,0.988307654857636
12:05:58 PM,167772160,0,167772160,0,134479872,0,612,1267,0,167772160,0,159381408,0,158284240,177647616,1.07882249355316
12:05:59 PM,201326592,0,205520896,0,170000384,0,689,4548.5,0,197130144,0,205520896,0,194284960,187031552,1.41718906164169
12:06:00 PM,209715200,0,209715200,0,208011264,0,422,861.6,0,239075328,0,201326592,0,239159168,182702080,1.78187465667725
12:06:01 PM,142606336,0,138412032,0,206045184,0,500,1538.5,0,134217728,0,146800640,0,140993280,127369216,1.02509111166
12:06:02 PM,209715200,0,201326592,0,133955584,0,687,1889.1,0,167772160,0,197132288,0,162913024,216637440,1.23821061849594
12:06:03 PM,142606336,0,150994944,0,226623488,0,621,763.3,0,184549376,0,155189248,0,185544160,146251776,1.38241171836853
12:06:04 PM,100663296,0,100663296,0,121503744,0,614,1573.9,0,146800640,0,104857600,0,147437152,101335040,0.93840479850769
12:06:05 PM,167772160,0,167772160,0,102367232,0,488,2206.5,0,138412032,0,167772160,0,138172224,177471488,1.18911921977997
12:06:06 PM,167772160,0,167772160,0,168296448,0,548,5860.1,0,159381408,0,159381408,0,155752320,142790656,0.909463405609131
12:06:07 PM,150994944,0,142606336,0,160956416,0,584,2479.1,0,150994192,0,146799888,0,163336256,149209088,1.00872218608856
12:06:08 PM,83886080,0,92274688,0,163446784,0,437,8291.7,0,121599800,0,92239672,0,112520208,85962752,1.19889008998871
12:06:09 PM,234881024,0,201326592,0,78118912,0,848,3528.9,0,150994944,0,205520896,0,160704480,242827264,0.775494337081909
12:06:10 PM,100663296,0,117440512,0,247332864,0,386,2952.8,0,171966464,0,117440512,0,160878048,86355968,1.64091682434082
12:06:11 PM,100663296,0,117440512,0,90177536,0,314,5589.2,0,83886080,0,121634064,0,82885008,105529344,0.606967389583588
12:06:12 PM,134217728,0,117440512,0,108789760,0,532,1712.8,0,150990944,0,109048664,0,156836176,121901056,1.09661561250687
12:06:13 PM,150994944,0,146800640,0,118489088,0,355,5403.5,0,121634816,0,138412032,0,130566624,161705984,0.558694243431091
12:06:14 PM,134217728,0,138412032,0,161742848,0,375,4742.7,0,159383552,0,138412032,0,153746624,125460480,1.55202788114548
12:06:15 PM,167772160,0,138412032,0,125435904,0,657,1448,0,121634816,0,150994944,0,119976936,165920768,0.714262664318085
12:06:16 PM,113246208,0,130023424,0,175112192,0,499,920.9,0,146800640,0,125829120,0,153072800,106586112,1.06425791978836
12:06:17 PM,104857600,0,117440512,0,115867648,0,351,3016.2,0,130023424,0,113246208,0,119165024,123297792,0.99520218372345
12:06:18 PM,109051904,0,117440512,0,107610112,0,524,1442.4,0,109051904,0,121634816,0,109246208,97460224,1.03954017162323
12:06:19 PM,192937984,0,130023424,0,111935488,0,573,3167.5,0,92274688,0,125829120,0,89564040,158887936,0.500463485717773
12:06:20 PM,0,0,272629760,0,192675840,0,608,2789.3,0,255852544,0,276823488,0,268675872,260689920,1.64698684215546
12:06:21 PM,218103808,0,83886080,0,224919552,0,571,4381.1,0,159382976,0,83886080,0,268675872,85688320,1.46183615922928
12:06:22 PM,150994944,0,201326592,0,147193856,0,699,6594,0,155189248,0,201326592,0,151819968,207593472,1.23588871955872
12:06:23 PM,150994944,0,348127232,0,145358848,0,956,3424.2,0,327152448,0,348123968,0,156759424,356884480,1.01184576749802
12:06:24 PM,369098752,0,155189248,0,365428736,0,572,930.4,0,226492416,0,159383552,0,337628032,125521920,2.59273135662079
12:06:25 PM,167772160,0,184549376,0,171180032,0,474,543,0,150994944,0,176160768,0,215369920,182644736,1.27391797304153
12:06:26 PM,134217728,0,100663296,0,132251648,0,422,2635.2,0,125829120,0,100663296,0,143717296,89800704,0.985558748245239
12:06:27 PM,83886080,0,83886080,0,89391104,0,455,4763,0,75497472,0,88080384,0,132078824,102649856,0.632798850536346
12:06:28 PM,125829120,0,201326592,0,129761280,0,783,3246.5,0,209715200,0,201326592,0,77199912,185454592,0.839119493961334
12:06:29 PM,209715200,0,109051904,0,201588736,0,658,639.1,0,100663296,0,109051904,0,212662608,122888192,1.57042694091797
12:06:30 PM,104857600,0,159383552,0,117440512,0,513,4290.4,0,176160768,0,159383552,0,98589648,147202048,0.739114880561829
12:06:31 PM,159383552,0,184549376,0,141295616,0,494,9367.3,0,188743680,0,188743680,0,170579888,188121088,1.12054395675659
12:06:32 PM,184549376,0,100663296,0,195166208,0,350,2588.6,0,104857600,0,104857600,0,189041024,110145536,1.43004339933395
12:06:33 PM,121634816,0,150994944,0,107216896,0,742,2599.3,0,146800640,0,146800640,0,102974304,138285056,0.719289660453796
12:06:34 PM,226492416,0,184549376,0,231735296,0,568,3202.6,0,184549376,0,184549376,0,145454896,185495552,1.5904900431633
12:06:35 PM,62914560,0,100663296,0,75104256,0,492,2653.3,0,0,0,100661912,0,185497824,102453248,0.857558071613312
12:06:36 PM,134217728,0,104857600,0,135921664,0,400,3116.5,0,100661912,0,109051904,0,102448736,107565056,0.936143219470978
12:06:37 PM,146800640,0,197132288,0,135921664,0,501,5598.9,0,113246208,0,201326592,0,121892360,199725056,0.924195289611816
12:06:38 PM,218103808,0,167772160,0,132644864,0,546,8735.5,0,197132288,0,147962592,0,185392864,153645056,1.31943953037262
12:06:39 PM,150994944,0,150994944,0,240123904,0,724,1662.5,0,147962592,0,159383552,0,153637984,157122560,1.0943449139595
12:06:40 PM,150994944,0,150994944,0,123076608,0,748,2262.5,0,159383552,0,150994944,0,157120944,150573056,1.17407137155533
12:06:41 PM,117440512,0,100663296,0,146276352,0,434,1559.4,0,155189248,0,96468992,0,162488352,97112064,0.950221419334412
12:06:42 PM,71303168,0,176160768,0,123731968,0,539,2002.8,0,96468992,0,0,0,92563232,161124352,0.736903488636017
12:06:43 PM,314572800,0,260046848,0,84410368,0,669,5141.2,0,213909504,0,171966464,0,246871152,270286848,2.13506531715393
12:06:44 PM,201326592,0,184549376,0,308674560,0,335,4455.4,0,255849760,0,260044064,0,235722432,164950016,1.7506839632988
12:06:45 PM,184549376,0,192937984,0,195952640,0,721,5792,0,201326528,0,176160768,0,192420640,211632128,1.20181804895401
12:06:46 PM,184549376,0,209715200,0,192282624,0,576,1287.1,0,197132288,0,205520832,0,206007168,217907200,1.52213221788406
12:06:47 PM,117440512,0,67108864,0,181927936,0,447,1878.5,0,163577856,0,209715200,0,147689648,60174336,1.00343906879425
12:06:48 PM,117440512,0,83886080,0,117833728,0,323,1791.3,0,104857600,0,71303168,0,119501288,96169984,0.87142026424408
12:06:49 PM,134217728,0,201326592,0,116129792,0,695,4523.3,0,71303168,0,88080384,0,66215448,205881344,0.446608006954193
12:06:50 PM,184549376,0,150994944,0,148111360,0,613,1991,0,234881024,0,205520896,0,225047936,140492800,1.71065020561218
12:06:51 PM,171966464,0,272629760,0,160825344,0,935,2349.2,0,125825816,0,138412032,0,137053392,224878592,0.87027382850647
12:06:52 PM,264241152,0,230686720,0,194379776,0,614,2508.6,0,314566464,0,264231488,0,306462112,257826816,2.35557860136032
12:06:53 PM,268435456,0,167772160,0,255197184,0,523,2245,0,188743680,0,243269632,0,199436128,183320576,1.21827495098114
12:06:54 PM,234881024,0,251658240,0,267780096,0,808,1252.3,0,155185664,0,171966464,0,143473296,240177152,1.27257603406906
12:06:55 PM,222298112,0,218103808,0,238288896,0,693,4536.1,0,306184192,0,239071744,0,332057760,240865280,2.11256092786789
12:06:56 PM,130023424,0,159383552,0,222953472,0,421,4026.8,0,163577008,0,230686720,0,138053264,96923648,1.49271780252457
12:06:57 PM,,,,,,,,,,,,,,,,1.09334671497345
,,,,,,,,,,,,,,,,1.03452396392822
,,,,,,,,,,,,,,,,1.67505174875259
,,,,,,,,,,,,,,,,1.70489919185638
,,,,,,,,,,,,,,,,1.59352546930313
,,,,,,,,,,,,,,,,1.62346750497818
,,,,,,,,,,,,,,,,1.01858973503113
,,,,,,,,,,,,,,,,0.954946219921112
,,,,,,,,,,,,,,,,0.829711079597473
,,,,,,,,,,,,,,,,1.08819454908371
,,,,,,,,,,,,,,,,1.82964539527893
,,,,,,,,,,,,,,,,0.803715646266937
,,,,,,,,,,,,,,,,1.41127675771713
,,,,,,,,,,,,,,,,1.4317678809166
,,,,,,,,,,,,,,,,1.36598086357117
,,,,,,,,,,,,,,,,0.444683074951172
,,,,,,,,,,,,,,,,1.14809185266495
,,,,,,,,,,,,,,,,1.20650196075439
,,,,,,,,,,,,,,,,0.867420494556427
,,,,,,,,,,,,,,,,0.839803278446198
,,,,,,,,,,,,,,,,1.89691215753555
,,,,,,,,,,,,,,,,0.818337440490723
,,,,,,,,,,,,,,,,1.8901372551918
,,,,,,,,,,,,,,,,1.69471901655197
,,,,,,,,,,,,,,,,1.3449222445488
,,,,,,,,,,,,,,,,0.634602189064026
,,,,,,,,,,,,,,,,0.785061538219452
,,,,,,,,,,,,,,,,1.12018835544586
,,,,,,,,,,,,,,,,0.883157730102539
,,,,,,,,,,,,,,,,1.43505752086639
,,,,,,,,,,,,,,,,1.04571628570557
,,,,,,,,,,,,,,,,0.645428955554962
,,,,,,,,,,,,,,,,1.72013032436371
,,,,,,,,,,,,,,,,0.923189580440521
,,,,,,,,,,,,,,,,0.736068069934845
,,,,,,,,,,,,,,,,0.937382817268372
,,,,,,,,,,,,,,,,1.39524179697037
,,,,,,,,,,,,,,,,1.80859673023224
,,,,,,,,,,,,,,,,1.17078846693039
,,,,,,,,,,,,,,,,0.339428186416626
,,,,,,,,,,,,,,,,1.59233349561691
,,,,,,,,,,,,,,,,0.81790155172348
,,,,,,,,,,,,,,,,0.795795857906342
,,,,,,,,,,,,,,,,1.56539767980576
,,,,,,,,,,,,,,,,1.4096400141716
,,,,,,,,,,,,,,,,0.402112066745758
,,,,,,,,,,,,,,,,1.55354636907578
,,,,,,,,,,,,,,,,0.664939939975739
,,,,,,,,,,,,,,,,1.0424936413765
,,,,,,,,,,,,,,,,1.04645544290543
,,,,,,,,,,,,,,,,1.2301818728447
,,,,,,,,,,,,,,,,1.41187423467636
,,,,,,,,,,,,,,,,1.81330305337906
,,,,,,,,,,,,,,,,1.11167597770691
,,,,,,,,,,,,,,,,1.13707000017166
